,City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
864,Mumbai,1, ,12500,601 sqft,Flat,Semi-Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
865,Mumbai,2, ,63000,720 sqft,Flat,Unfurnished,East,Garden/Park,2,2,Family,Immediately
866,Mumbai,1, ,14000,437 sqft,Flat,Semi-Furnished,East,Main Road,2,Unknown,Bachelors,Immediately
867,Mumbai,1, ,35000,570 sqft,Flat,Furnished,East,Main Road,1,2,Bachelors/Family,Immediately
868,Mumbai,2, ,45000,625 sqft,Flat,Furnished,East,Main Road,2,3,Bachelors/Family,From Jan '26
869,Mumbai,1,Goregaon,43000,473 sqft,Flat,Furnished,East,Garden/Park,1,Unknown,Bachelors,Immediately
870,Mumbai,2,Ghatkopar,50000,650 sqft,Villa,Furnished,East,Main Road,1,4,Bachelors/Family,Immediately
871,Mumbai,2,Andheri,50000,940 sqft,Flat,Furnished,East,Main Road,2,Unknown,Family,Immediately
872,Mumbai,1, ,29000,425 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,Unknown,Bachelors/Family,Immediately
873,Mumbai,2,Powai,72000,900 sqft,Flat,Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
874,Mumbai,2,Goregaon,69000,645 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool",2,Unknown,Bachelors/Family,Immediately
875,Mumbai,1,Andheri,55000,1025 sqft,Flat,Unfurnished,West,Main Road,1,1,Bachelors/Family,Immediately
876,Mumbai,2, ,1.5 Lac,800 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
877,Mumbai,1,T Nagar,35000,450 sqft,Flat,Furnished,East,Main Road,1,Unknown,Bachelors,From Jan '26
878,Mumbai,3, ,1.8 Lac,1075 sqft,Flat,Furnished,East,Main Road,3,Unknown,Bachelors/Family,Immediately
879,Mumbai,3,Ghatkopar,1.3 Lac,1325 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,Unknown,Bachelors,Immediately
880,Mumbai,2,Powai,85000,962 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,Unknown,Bachelors/Family,Immediately
881,Mumbai,3, ,1.4 Lac,1070 sqft,Flat,Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
882,Mumbai,2, ,42000,1000 sqft,Flat,Furnished,East,Main Road,2,3,Bachelors,Immediately
883,Mumbai,2, ,78000,1110 sqft,Flat,Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
884,Mumbai,1,Kandivali East,25000,400 sqft,House,Semi-Furnished,East,Main Road,1,1,Family,Immediately
885,Mumbai,2, ,1.6 Lac,850 sqft,Flat,Furnished,East,"Main Road, Garden/Park",2,1,Bachelors,Immediately
886,Mumbai,3, ,80000,1240 sqft,Flat,Unfurnished,North,Main Road,3,Unknown,Bachelors/Family,Immediately
887,Mumbai,4,Wadala,2.8 Lac,1768 sqft,Flat,Semi-Furnished,East,Garden/Park,5,4,Bachelors/Family,Immediately
888,Mumbai,2,Chembur,75000,749 sqft,Flat,Semi-Furnished,North - East,Main Road,2,Unknown,Bachelors/Family,Immediately
889,Mumbai,2, ,65000,600 sqft,Flat,Unfurnished,South -West,Main Road,2,2,Bachelors/Family,Immediately
890,Mumbai,1,Kandivali East,32000,420 sqft,Flat,Semi-Furnished,West,Main Road,2,Unknown,Family,Immediately
891,Mumbai,1, ,32000,230 sqft,Flat,Furnished,East,Main Road,1,Unknown,Bachelors/Family,Immediately
892,Mumbai,4,Andheri,90000,1000 sqft,Flat,Furnished,East,Main Road,3,Unknown,Bachelors/Family,Immediately
893,Mumbai,3,Malad,1.2 Lac,1170 sqft,Flat,Furnished,East,Garden/Park,3,1,Bachelors,Immediately
894,Mumbai,1, ,20000,650 sqft,Flat,Semi-Furnished,East,"Main Road, Garden/Park",2,Unknown,Bachelors,Immediately
895,Mumbai,2,Goregaon,70000,620 sqft,Flat,Semi-Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
896,Mumbai,2, ,65000,550 sqft,Flat,Furnished,South,Garden/Park,2,Unknown,Family,Immediately
897,Mumbai,2, ,65000,535 sqft,Flat,Furnished,East,Garden/Park,2,Unknown,Family,Immediately
898,Mumbai,1,Chembur,35000,230 sqft,Flat,Unfurnished,East,Main Road,1,Unknown,Bachelors,Immediately
900,Pune,2,Hinjawadi,23100,831 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
901,Pune,2, ,28000,800 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Family,Immediately
902,Pune,3, ,38000,1750 sqft,Flat,Unfurnished,East,Main Road,3,1,Family,Immediately
903,Pune,2,Kharadi,36000,740 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Family,Immediately
904,Pune,1,Viman Nagar,30000,500 sqft,Flat,Furnished,East,Garden/Park,1,Unknown,Bachelors/Family,Immediately
905,Pune,4,Hinjawadi,70000,2150 sqft,Villa,Furnished,East,"Pool, Garden/Park, Main Road",5,3,Bachelors,Immediately
906,Pune,1,Hinjawadi,32000,500 sqft,Flat,Furnished,East,"Garden/Park, Main Road",1,1,Bachelors/Family,Immediately
907,Pune,3, ,35000,1350 sqft,Flat,Semi-Furnished,East,Main Road,3,3,Family,Immediately
908,Pune,3,Hinjawadi,35500,1310 sqft,Flat,Furnished,North - East,"Pool, Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
909,Pune,3,Hinjawadi,28000,1257 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
910,Pune,4,Kalyani Nagar,2.5 Lac,3250 sqft,Flat,Semi-Furnished,East,Garden/Park,6,3,Family,Immediately
911,Pune,3,Kalyani Nagar,70000,1540 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
912,Pune,3,NIBM Road,40000,1300 sqft,Flat,Semi-Furnished,West,Garden/Park,3,2,Family,Immediately
913,Pune,2,Kharadi,27000,950 sqft,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
914,Pune,3, ,38000,1200 sqft,Flat,Furnished,East,Garden/Park,3,3,Bachelors,Immediately
915,Pune,4,NIBM Road,1.5 Lac,2700 sqft,Flat,Semi-Furnished,West,Garden/Park,5,2,Family,From Feb '26
916,Pune,2,Kharadi,35000,756 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
917,Pune,2,Kharadi,46000,1250 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
918,Pune,2,Pimpri,23500,880 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
919,Pune,4,Kalyani Nagar,3.5 Lac,4700 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",4,4,Bachelors/Family,Immediately
920,Pune,2,Kharadi,47000,1000 sqft,Flat,Semi-Furnished,North,Main Road,2,2,Bachelors,Immediately
921,Pune,3,Baner,82000,1750 sqft,Flat,Semi-Furnished,East,Main Road,4,2,Bachelors/Family,Immediately
922,Pune,2,Hadapsar,25000,725 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,Family,Immediately
923,Pune,2,Baner,40000,1120 sqft,Flat,Unfurnished,East,Main Road,2,2,Family,Immediately
924,Pune,3,Kharadi,45000,1200 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
925,Pune,3, ,30000,1100 sqft,Flat,Semi-Furnished,South - East,Garden/Park,3,1,Family,Immediately
926,Pune,3,Kalyani Nagar,70000,1400 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
927,Pune,2,Wagholi,25000,756 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
928,Pune,2,Kharadi,38500,672 sqft,Flat,Semi-Furnished,North - East,Main Road,2,Unknown,Bachelors/Family,Immediately
929,Pune,2,Mundhwa,24000,670 sqft,Flat,Unfurnished,North - West,Main Road,2,2,Bachelors/Family,Immediately
930,Pune,3, ,26000,982 sqft,Flat,Unfurnished,East,Main Road,3,2,Family,Immediately
931,Pune,3,Baner,45000,1192 sqft,Flat,Unfurnished,East,Garden/Park,3,1,Family,Immediately
932,Pune,4, ,3.2 Lac,3575 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",6,2,Bachelors/Family,Immediately
933,Pune,3,NIBM Road,1.1 Lac,2300 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
934,Pune,2,Kharadi,37000,730 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors/Family,From Jan '27
935,Pune,2,Wakad,35000,825 sqft,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",2,1,Family,From Feb '26
936,Pune,5, ,5 Lac,2400 sqft,Villa,Unfurnished,East,"Garden/Park, Pool, Main Road",6,3,Bachelors/Family,Immediately
937,Pune,3, ,80000,1500 sqft,Flat,Unfurnished,East,Main Road,3,1,Bachelors/Family,Immediately
938,Pune,3,Kalyani Nagar,2 Lac,2000 sqft,Flat,Semi-Furnished,East,Main Road,4,2,Bachelors/Family,From Jan '26
939,Pune,3,Wakad,46000,1250 sqft,Flat,Furnished,North - West,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
940,Pune,3,Balewadi,55000,1327 sqft,Flat,Unfurnished,East,"Main Road, Garden/Park, Pool",3,2,Bachelors,Immediately
941,Pune,3,Viman Nagar,53000,1870 sqft,Flat,Unfurnished,North - East,"Pool, Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
942,Pune,2,Hinjawadi,32000,934 sqft,Flat,Unfurnished,West,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
943,Pune,2,Mundhwa,35000,900 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
944,Pune,4,Deccan Gymkhana,85000,1750 sqft,Flat,Furnished,East,"Main Road, Garden/Park",4,1,Bachelors,Immediately
945,Pune,2,Viman Nagar,58000,1000 sqft,Flat,Furnished,East,Garden/Park,2,2,Family,From Feb '26
946,Pune,1, ,25000,500 sqft,Flat,Furnished,East,"Main Road, Garden/Park, Pool",2,1,Bachelors,Immediately
947,Pune,3,Kharadi,1 Lac,2200 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",5,2,Family,Immediately
948,Pune,3,Balewadi,41000,1121 sqft,Flat,Unfurnished,East,Main Road,3,2,Bachelors,Immediately
949,Pune,5,Mundhwa,3.5 Lac,6666 sqft,Villa,Furnished,South - East,Main Road,6,4,Bachelors,Immediately
950,Pune,3, ,30000,1480 sqft,Flat,Unfurnished,East,Main Road,3,1,Family,Immediately
951,Pune,2,Hinjawadi,21000,720 sqft,Flat,Unfurnished,East,Garden/Park,2,2,Family,Immediately
952,Pune,2,Balewadi,34000,730 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
953,Pune,4, ,3.3 Lac,3500 sqft,Flat,Semi-Furnished,East,Garden/Park,4,2,Family,Immediately
954,Pune,1, ,25000,440 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",1,1,Bachelors/Family,Immediately
955,Pune,2,Baner,35000,700 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
956,Pune,2, ,33000,900 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
957,Pune,3,Undri,26000,1400 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
958,Pune,3, ,68000,1320 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",3,2,Family,Immediately
959,Pune,5, ,3 Lac,5500 sqft,Flat,Semi-Furnished,West,Main Road,6,3,Bachelors,Immediately
960,Pune,3,Bavdhan,42000,850 sqft,Flat,Semi-Furnished,East,Main Road,3,Unknown,Bachelors/Family,Immediately
961,Pune,3,Mundhwa,35000,1163 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
962,Pune,2,Mundhwa,35000,705 sqft,Flat,Furnished,East,"Pool, Main Road",2,2,Bachelors/Family,Immediately
963,Pune,3,Kharadi,65000,1220 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",3,1,Bachelors,Immediately
964,Pune,3,Baner,58000,1250 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
965,Pune,4,Kharadi,2.3 Lac,2650 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",5,2,Bachelors/Family,Immediately
966,Pune,3, ,45000,1675 sqft,Flat,Furnished,East,Pool,3,2,Bachelors,Immediately
967,Pune,2,Hadapsar,26000,730 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
968,Pune,5, ,1.3 Lac,5600 sqft,Flat,Unfurnished,East,Main Road,5,5,Family,Immediately
969,Pune,3,Wakad,34000,930 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,3,Bachelors/Family,Immediately
970,Pune,2, ,35000,950 sqft,Flat,Unfurnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
971,Pune,3,Viman Nagar,60000,1325 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",3,2,Family,Immediately
972,Pune,2, ,26000,763 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
973,Pune,2,Koregaon Park,42000,959 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",2,3,Bachelors/Family,Immediately
974,Pune,2,Wakad,31000,1020 sqft,Flat,Unfurnished,East,Garden/Park,2,1,Family,Immediately
975,Pune,3, ,30000,1030 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
976,Pune,2, ,21800,650 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
977,Pune,3,Wakad,38000,1200 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
978,Pune,3, ,80000,1350 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",3,2,Family,Immediately
979,Pune,4,Kharadi,1.3 Lac,3000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",5,2,Bachelors,Immediately
980,Pune,2,Kharadi,50000,980 sqft,Flat,Furnished,North,Garden/Park,2,1,Family,Immediately
981,Pune,3,Kharadi,50001,1100 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
982,Pune,2, ,25000,800 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
983,Pune,2,Katraj,18000,850 sqft,Flat,Unfurnished,East,Main Road,2,2,Bachelors/Family,Immediately
984,Pune,3,Kalyani Nagar,70000,1350 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
985,Pune,4, ,65000,1750 sqft,Flat,Unfurnished,North,"Garden/Park, Main Road",4,2,Family,Immediately
986,Pune,1,Kharadi,16000,480 sqft,Flat,Unfurnished,East,Main Road,1,1,Bachelors/Family,Immediately
987,Pune,3, ,70000,1800 sqft,Flat,Unfurnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
988,Pune,2, ,18000,900 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
989,Pune,3, ,90000,1800 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
990,Pune,3,Baner,45000,1360 sqft,House,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,Family,Immediately
991,Pune,3,Hadapsar,70000,2000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,3,Family,Immediately
992,Pune,3,Wagholi,35000,1785 sqft,Villa,Semi-Furnished,West,"Garden/Park, Main Road",3,4,Bachelors/Family,Immediately
993,Pune,3, ,75000,1500 sqft,Flat,Semi-Furnished,East,Garden/Park,4,1,Bachelors,Immediately
994,Pune,2,Kharadi,34000,800 sqft,Flat,Semi-Furnished,East,"Main Road, Garden/Park, Pool",2,2,Bachelors,Immediately
995,Pune,3,Mundhwa,47000,1250 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
996,Pune,3,Wagholi,22000,810 sqft,Flat,Furnished,West,"Garden/Park, Main Road",2,2,Bachelors,Immediately
997,Pune,3, ,80000,1450 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
998,Pune,2,Hinjewadi,28000,867 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
999,Pune,2,Pimple Saudagar,29000,750 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,From Feb '26
1000,Pune,2,Pimpri,31000,1047 sqft,Flat,Semi-Furnished,West,Main Road,2,2,Bachelors,Immediately
1001,Pune,3, ,60000,1300 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors,Immediately
1002,Pune,4,Baner,1.4 Lac,3300 sqft,House,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,3,Bachelors,Immediately
1003,Pune,3, ,33000,1300 sqft,Flat,Unfurnished,East,Main Road,2,1,Bachelors,Immediately
1004,Pune,1,Kothrud,21000,400 sqft,Flat,Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
1005,Pune,3,T Nagar,40000,1070 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,From Feb '26
1006,Pune,2,Hadapsar,25500,950 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
1007,Pune,3,Bavdhan,30000,1100 sqft,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",3,3,Bachelors,Immediately
1008,Pune,3, ,67000,1450 sqft,Flat,Furnished,East,Garden/Park,3,3,Bachelors,Immediately
1009,Pune,2, ,50000,850 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Family,Immediately
1010,Pune,2, ,20000,724 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",2,2,Bachelors/Family,Immediately
1011,Pune,2,Balewadi,32000,1292 sqft,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
1012,Pune,2,Kharadi,47000,757 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
1013,Pune,2,Wagholi,25000,700 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,2,Bachelors,Immediately
1014,Pune,2,Kharadi,45000,750 sqft,Flat,Furnished,East,Garden/Park,2,2,Bachelors/Family,From Feb '26
1015,Pune,1, ,21000,453 sqft,Flat,Unfurnished,East,Main Road,1,1,Bachelors/Family,Immediately
1016,Pune,3, ,58000,1300 sqft,Flat,Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
1017,Pune,3,Kharadi,91000,1750 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",3,2,Bachelors/Family,Immediately
1018,Pune,2, ,20000,750 sqft,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
1019,Pune,3,Mundhwa,52000,1242 sqft,Flat,Unfurnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
1020,Pune,2,Mundhwa,29000,800 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
1021,Pune,2, ,38000,800 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
1022,Pune,2, ,35000,820 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
1023,Pune,3,Kharadi,85000,1650 sqft,Flat,Furnished,North,Garden/Park,4,3,Bachelors,Immediately
1024,Pune,3,Kalyani Nagar,63000,1540 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
1025,Pune,2, ,24000,650 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
1026,Pune,3, ,25000,1260 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,1,Family,Immediately
1027,Pune,2,Hinjawadi,21000,650 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
1028,Pune,2,Baner,31000,870 sqft,Flat,Semi-Furnished,East,"Main Road, Garden/Park, Pool",2,2,Bachelors,Immediately
1029,Pune,2, ,45000,824 sqft,Flat,Furnished,East,Main Road,2,2,Bachelors,Immediately
1030,Pune,5, ,3.5 Lac,4250 sqft,Flat,Semi-Furnished,East,Garden/Park,6,1,Bachelors/Family,Immediately
1031,Pune,3,Mundhwa,55000,1158 sqft,Flat,Semi-Furnished,East,"Pool, Main Road, Garden/Park",3,2,Bachelors,Immediately
1032,Pune,2, ,25000,650 sqft,Flat,Unfurnished,East,Main Road,2,2,Bachelors,Immediately
1033,Pune,3, ,34000,1156 sqft,Flat,Semi-Furnished,East,Garden/Park,3,3,Bachelors/Family,Immediately
1034,Pune,2,Wagholi,40000,1000 sqft,Flat,Semi-Furnished,West,Main Road,2,1,Family,Immediately
1035,Pune,2, ,22000,850 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
1036,Pune,3,Mundhwa,47000,1156 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",3,2,Bachelors/Family,Immediately
1037,Pune,3,Koregaon Park,55000,1700 sqft,Flat,Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
1038,Pune,2,Balewadi,27000,1080 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Family,Immediately
1039,Pune,2,Hinjawadi,21900,800 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
1040,Pune,3,Kharadi,1.1 Lac,2283 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
1041,Pune,2,Hinjawadi,28000,725 sqft,Flat,Furnished,North - East,Main Road,2,1,Bachelors/Family,Immediately
1042,Pune,3,Baner,45000,1250 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Family,Immediately
1043,Pune,2,Balewadi,30000,750 sqft,Flat,Unfurnished,East,Garden/Park,2,1,Family,Immediately
1044,Pune,4, ,1.3 Lac,2000 sqft,Flat,Furnished,East,Garden/Park,4,2,Family,Immediately
1045,Pune,1,Hinjawadi,15000,389 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",1,1,Bachelors,Immediately
1046,Pune,2,Wagholi,15000,793 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Family,Immediately
1047,Pune,2, ,22000,600 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
1048,Pune,3,Wagholi,19000,1000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,2,Bachelors,Immediately
1049,Pune,2,Viman Nagar,47000,1050 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
1050,Pune,4,Kharadi,1.8 Lac,4088 sqft,Flat,Furnished,North - East,"Garden/Park, Pool, Main Road",4,2,Family,Immediately
1051,Pune,4,Hadapsar,3.5 Lac,4000 sqft,Flat,Furnished,East,Garden/Park,4,2,Bachelors/Family,Immediately
1052,Pune,2,Wagholi,29000,1300 sqft,Flat,Furnished,East,Main Road,1,1,Family,Immediately
1053,Pune,1, ,18000,560 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",1,2,Bachelors,Immediately
1054,Pune,1,Hinjawadi,17500,457 sqft,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
1055,Pune,3,Hinjewadi,40000,1331 sqft,Flat,Unfurnished,North,Main Road,3,2,Family,Immediately
1056,Pune,3,Pimpri,1.1 Lac,2000 sqft,Flat,Furnished,East,Garden/Park,3,3,Bachelors/Family,Immediately
1057,Pune,3,Kharadi,51000,1660 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
1058,Pune,2, ,28000,780 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
1059,Pune,3, ,38000,1550 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
1060,Pune,2, ,30000,780 sqft,Flat,Unfurnished,East,Garden/Park,2,2,Bachelors,Immediately
1061,Pune,2,Viman Nagar,60000,850 sqft,Flat,Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
1062,Pune,2, ,40000,850 sqft,Flat,Furnished,East,Garden/Park,2,1,Bachelors,Immediately
1063,Pune,3,Kharadi,65000,1400 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,2,Bachelors/Family,Immediately
1064,Pune,3,Kharadi,87000,3500 sqft,Flat,Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
1065,Pune,3,Bavdhan,35000,1400 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
1066,Pune,3, ,1.5 Lac,1750 sqft,Flat,Furnished,East,"Garden/Park, Main Road",5,3,Family,Immediately
1067,Pune,2,Camp,30000,775 sqft,Flat,Unfurnished,North - West,Garden/Park,2,2,Family,Immediately
1068,Pune,3,Kharadi,50000,1100 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
1069,Pune,2,Hinjawadi,29000,700 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,Unknown,Family,Immediately
1070,Pune,3,Kharadi,52000,975 sqft,Villa,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors/Family,From Jan '26
1071,Pune,2,NIBM Road,29000,1200 sqft,Villa,Semi-Furnished,West,"Main Road, Garden/Park",2,2,Bachelors,Immediately
1072,Pune,2,Wakad,30000,900 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Family,Immediately
1073,Pune,2,Warje,33000,980 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
1074,Pune,2,Hinjewadi,20050,400 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",1,1,Bachelors/Family,Immediately
1075,Pune,3,Hinjawadi,42000,1200 sqft,Flat,Furnished,East,Main Road,3,2,Bachelors,Immediately
1076,Pune,2,Hadapsar,25000,971 sqft,Flat,Furnished,East,Main Road,2,Unknown,Family,Immediately
1077,Pune,3, ,30000,996 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,3,Bachelors,Immediately
1078,Pune,3, ,24000,1197 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
1079,Pune,2,Deccan Gymkhana,50000,870 sqft,Flat,Furnished,East,Main Road,2,Unknown,Bachelors,Immediately
1080,Pune,2, ,40000,1200 sqft,Flat,Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
1081,Pune,2,Whitefield,30000,985 sqft,Flat,Furnished,East,"Main Road, Garden/Park",2,2,Bachelors,Immediately
1082,Pune,4, ,1.5 Lac,2400 sqft,Flat,Semi-Furnished,East,Main Road,6,2,Bachelors/Family,Immediately
1083,Pune,1, ,10000,650 sqft,House,Unfurnished,East,Main Road,1,2,Bachelors/Family,Immediately
